storageUtilizationPct,orders,realizedUnits,staffedHours,effectiveHours,uphBuilding,areaUnitsSortation,ophBuilding,buildingEffectiveHours,areaUnitsAsrs,targetOphBuilding,shifts,forecastUnits,staffedHeadcount,keyAssumptionVariance,areaUnitsPutaway,storagePallets,bulkShare,areaUnitsShipping,areaUnitsPacking,systemDowntimeHrs,nonconShare,buildingRealizedUnits,areaUnitsPicking,unitsPerVendorCarton,singlesShare,areaUnitsReceiving,buildingOrders,uphDept,ophDept,weekStart,department,buildingId
12.24,1540,4361.77,880,879.50,3.85,436.18,1.38,5984.58,758.26,520,2,4633.67,55.00,0.00,420.06,14684.21,0.23,305.32,801.24,0.50,0.12,23018.60,1160.92,12.53,0.60,479.79,8230,4.96,1.75,2025-05-26T00:00:00.000Z,HomeGoods,CHI_DC
17.06,1589,4245.45,1392,1391.12,3.43,424.55,1.29,6505.08,766.70,520,3,4595.44,58.00,0.03,426.06,20472.81,0.36,297.18,762.67,0.88,0.20,22323.83,1101.30,4.23,0.66,467.00,8411,3.05,1.14,2025-05-26T00:00:00.000Z,HomeGoods,DAL_DC
21.80,1216,3998.42,944,942.54,3.95,399.84,1.51,5686.71,722.21,520,2,4240.05,59.00,0.27,401.34,26157.67,0.36,279.89,718.22,1.46,0.14,22451.44,1037.09,9.60,0.63,439.83,8590,4.24,1.29,2025-05-26T00:00:00.000Z,HomeGoods,LAX_DC
2.75,1077,3230.36,688,685.83,3.46,323.04,1.26,6357.72,564.03,520,2,3146.29,43.00,0.08,312.57,3302.92,0.24,226.13,591.93,2.17,0.13,22011.60,857.33,9.74,0.71,355.34,8007,4.71,1.57,2025-06-02T00:00:00.000Z,Accessories,ATL_DC
7.55,1015,3098.77,688,687.04,4.21,309.88,1.36,5226.33,549.21,520,2,2969.75,43.00,0.43,304.74,9064.88,0.29,216.91,562.92,0.96,0.24,21999.14,814.25,3.90,0.63,340.86,7133,4.51,1.48,2025-06-02T00:00:00.000Z,Accessories,BOS_DC
12.33,1014,3199.80,672,671.68,4.86,319.98,1.87,4811.06,561.09,520,2,3107.04,42.00,0.21,311.06,14801.10,0.26,223.99,584.89,0.32,0.10,23404.69,846.82,11.14,0.84,351.98,8973,4.76,1.51,2025-06-02T00:00:00.000Z,Accessories,CHI_DC
17.15,1438,3033.68,736,735.22,3.22,303.37,1.39,6947.44,530.91,520,2,2977.26,46.00,0.20,294.28,20576.48,0.25,212.36,555.15,0.78,0.20,22393.70,803.91,9.37,0.75,333.70,9627,4.13,1.96,2025-06-02T00:00:00.000Z,Accessories,DAL_DC
21.89,1132,3036.13,768,767.19,4.05,303.61,1.49,5554.42,531.29,520,2,3027.70,48.00,0.26,294.49,26272.75,0.25,212.53,555.63,0.81,0.24,22494.85,804.61,11.01,0.72,333.97,8275,3.96,1.48,2025-06-02T00:00:00.000Z,Accessories,LAX_DC
2.75,2093,5843.76,1896,1894.00,3.46,584.38,1.26,6357.72,1113.27,520,3,6078.91,79.00,0.34,621.21,3302.92,0.56,409.06,1015.04,2.00,0.25,22011.60,1457.99,12.51,0.54,642.81,8007,3.09,1.11,2025-06-02T00:00:00.000Z,Apparel,ATL_DC
7.55,2019,6831.91,1408,1406.81,4.21,683.19,1.36,5226.33,1296.94,520,2,6017.07,88.00,0.12,723.51,9064.88,0.55,478.23,1189.43,1.19,0.20,21999.14,1709.10,4.45,0.60,751.51,7133,4.86,1.44,2025-06-02T00:00:00.000Z,Apparel,BOS_DC
12.33,2090,6489.62,1296,1295.12,4.86,648.96,1.87,4811.06,1241.00,520,2,6775.15,81.00,0.25,692.69,14801.10,0.57,454.27,1124.41,0.88,0.15,23404.69,1614.43,9.65,0.74,713.86,8973,5.01,1.61,2025-06-02T00:00:00.000Z,Apparel,CHI_DC
17.15,2614,5855.01,1944,1942.57,3.22,585.50,1.39,6947.44,1095.01,520,3,5861.12,81.00,0.25,610.17,20576.48,0.49,409.85,1029.24,1.43,0.11,22393.70,1481.19,11.27,0.67,644.05,9627,3.01,1.35,2025-06-02T00:00:00.000Z,Apparel,DAL_DC
21.89,1945,5645.91,1296,1295.68,4.05,564.59,1.49,5554.42,1040.15,520,2,5837.26,81.00,0.19,578.92,26272.75,0.43,395.21,1001.93,0.32,0.21,22494.85,1444.05,9.84,0.62,621.05,8275,4.36,1.50,2025-06-02T00:00:00.000Z,Apparel,LAX_DC
2.75,1611,3771.87,1200,1197.56,3.46,377.19,1.26,6357.72,654.28,520,3,3772.51,50.00,0.02,362.39,3302.92,0.22,264.03,693.73,2.44,0.08,22011.60,1005.35,12.26,0.63,414.91,8007,3.15,1.35,2025-06-02T00:00:00.000Z,Beauty,ATL_DC
7.55,1134,3306.09,944,943.24,4.21,330.61,1.36,5226.33,563.32,520,2,3564.50,59.00,0.08,311.54,9064.88,0.16,231.43,614.16,0.76,0.15,21999.14,891.36,9.35,0.69,363.67,7133,3.51,1.20,2025-06-02T00:00:00.000Z,Beauty,BOS_DC
12.33,1618,3664.49,944,942.86,4.86,366.45,1.87,4811.06,666.26,520,2,3940.25,59.00,0.08,370.44,14801.10,0.39,256.51,655.62,1.14,0.10,23404.69,946.12,13.47,0.73,403.09,8973,3.89,1.72,2025-06-02T00:00:00.000Z,Beauty,CHI_DC
17.15,1127,3107.27,1176,1175.59,3.22,310.73,1.39,6947.44,551.08,520,3,3123.69,49.00,0.22,305.79,20576.48,0.30,217.51,564.25,0.41,0.19,22393.70,816.12,7.62,0.61,341.80,9627,2.64,0.96,2025-06-02T00:00:00.000Z,Beauty,DAL_DC
21.89,1392,3669.78,800,797.80,4.05,366.98,1.49,5554.42,669.86,520,2,3559.59,50.00,0.05,372.56,26272.75,0.40,256.88,654.98,2.20,0.18,22494.85,944.84,7.93,0.61,403.68,8275,4.60,1.74,2025-06-02T00:00:00.000Z,Beauty,LAX_DC
2.75,1548,4244.70,1608,1607.50,3.46,424.47,1.26,6357.72,778.84,520,3,5105.06,67.00,0.06,433.35,3302.92,0.42,297.13,755.17,0.50,0.15,22011.60,1088.83,8.54,0.59,466.92,8007,2.64,0.96,2025-06-02T00:00:00.000Z,Footwear,ATL_DC
7.55,1531,5207.63,1200,1198.32,4.21,520.76,1.36,5226.33,957.79,520,2,4633.67,75.00,0.09,533.01,9064.88,0.43,364.53,925.12,1.68,0.17,21999.14,1333.57,7.49,0.62,572.84,7133,4.35,1.28,2025-06-02T00:00:00.000Z,Footwear,BOS_DC
12.33,2944,5929.85,1008,1006.03,4.86,592.98,1.87,4811.06,1112.16,520,2,5635.58,63.00,0.25,619.85,14801.10,0.50,415.09,1040.50,1.97,0.23,23404.69,1496.98,9.57,0.67,652.28,8973,5.89,2.93,2025-06-02T00:00:00.000Z,Footwear,CHI_DC
17.15,1978,5393.08,1632,1631.19,3.22,539.31,1.39,6947.44,1007.31,520,3,5000.60,68.00,0.04,561.24,20576.48,0.49,377.52,948.82,0.81,0.16,22393.70,1365.65,10.28,0.68,593.24,9627,3.31,1.21,2025-06-02T00:00:00.000Z,Footwear,DAL_DC
21.89,2040,6471.17,1184,1182.54,4.05,647.12,1.49,5554.42,1209.57,520,2,5858.15,74.00,0.09,673.97,26272.75,0.49,452.98,1137.95,1.46,0.14,22494.85,1637.74,6.75,0.59,711.83,8275,5.47,1.73,2025-06-02T00:00:00.000Z,Footwear,LAX_DC
2.75,1678,4920.91,976,972.83,3.46,492.09,1.26,6357.72,872.42,520,2,4607.62,61.00,0.12,484.09,3302.92,0.30,344.46,893.77,3.17,0.20,22011.60,1292.78,12.61,0.53,541.30,8007,5.06,1.72,2025-06-02T00:00:00.000Z,HomeGoods,ATL_DC
7.55,1434,3554.74,992,990.92,4.21,355.47,1.36,5226.33,645.86,520,2,3883.29,62.00,0.02,359.08,9064.88,0.38,248.83,636.25,1.08,0.13,21999.14,918.22,11.28,0.59,391.02,7133,3.59,1.45,2025-06-02T00:00:00.000Z,HomeGoods,BOS_DC
12.33,1307,4120.93,896,895.37,4.86,412.09,1.87,4811.06,745.88,520,2,4520.87,56.00,0.34,414.56,14801.10,0.37,288.46,739.30,0.63,0.11,23404.69,1067.33,10.73,0.60,453.30,8973,4.60,1.46,2025-06-02T00:00:00.000Z,HomeGoods,CHI_DC
17.15,2470,5004.66,1464,1462.87,3.22,500.47,1.39,6947.44,915.96,520,3,4773.32,61.00,0.17,509.54,20576.48,0.41,350.33,891.77,1.13,0.21,22393.70,1286.09,9.33,0.62,550.51,9627,3.42,1.69,2025-06-02T00:00:00.000Z,HomeGoods,DAL_DC
21.89,1766,3671.86,1512,1511.21,4.05,367.19,1.49,5554.42,655.00,520,3,4220.15,63.00,0.06,363.63,26272.75,0.32,257.03,664.49,0.79,0.16,22494.85,960.61,9.22,0.62,403.90,8275,2.43,1.17,2025-06-02T00:00:00.000Z,HomeGoods,LAX_DC
2.85,1234,2662.42,880,878.92,3.48,266.24,1.24,6176.55,477.74,520,2,3067.79,55.00,0.17,265.34,3415.21,0.34,186.37,480.13,1.08,0.21,21522.44,693.73,10.24,0.80,292.87,7639,3.03,1.40,2025-06-09T00:00:00.000Z,Accessories,ATL_DC
7.65,1202,2858.61,688,686.19,3.41,285.86,1.30,6778.59,492.97,520,2,2848.59,43.00,0.19,272.91,9180.75,0.20,200.10,527.50,1.81,0.24,23091.78,764.82,8.12,0.74,314.45,8784,4.17,1.75,2025-06-09T00:00:00.000Z,Accessories,BOS_DC
12.44,1124,3128.55,984,981.92,3.82,312.86,1.33,6055.46,556.53,520,3,3148.82,41.00,0.04,308.89,14923.11,0.31,219.00,567.11,2.08,0.11,23148.49,820.03,10.32,0.59,344.14,8058,3.19,1.14,2025-06-09T00:00:00.000Z,Accessories,CHI_DC
17.23,1295,2918.83,720,719.84,3.09,291.88,1.21,6723.79,504.22,520,2,2923.22,45.00,0.08,279.18,20679.34,0.20,204.32,538.09,0.16,0.08,20807.91,780.07,10.83,0.61,321.07,8113,4.05,1.80,2025-06-09T00:00:00.000Z,Accessories,DAL_DC
21.98,1234,2708.29,888,885.50,3.67,270.83,1.53,6019.29,481.07,520,3,2970.16,37.00,0.22,266.98,26377.15,0.30,189.58,491.34,2.50,0.13,22083.17,710.57,6.54,0.61,297.91,9218,3.06,1.39,2025-06-09T00:00:00.000Z,Accessories,LAX_DC
2.85,1863,5794.31,2112,2111.10,3.48,579.43,1.24,6176.55,1104.33,520,3,5951.04,88.00,0.26,616.24,3415.21,0.56,405.60,1006.17,0.90,0.20,21522.44,1445.17,8.84,0.69,637.37,7639,2.74,0.88,2025-06-09T00:00:00.000Z,Apparel,ATL_DC
7.65,3199,6768.31,1328,1326.54,3.41,676.83,1.30,6778.59,1326.80,520,2,6725.16,83.00,0.05,741.94,9180.75,0.67,473.78,1153.19,1.46,0.19,23091.78,1651.25,9.37,0.60,744.51,8784,5.10,2.41,2025-06-09T00:00:00.000Z,Apparel,BOS_DC
12.44,1924,6116.15,1376,1375.34,3.82,611.61,1.33,6055.46,1174.56,520,2,6304.26,86.00,0.12,655.81,14923.11,0.59,428.13,1056.71,0.66,0.22,23148.49,1516.54,10.19,0.54,672.78,8058,4.45,1.40,2025-06-09T00:00:00.000Z,Apparel,CHI_DC
17.23,2115,5556.18,1992,1991.09,3.09,555.62,1.21,6723.79,1062.21,520,3,5630.24,83.00,0.32,592.87,20679.34,0.57,388.93,962.86,0.91,0.15,20807.91,1382.52,8.21,0.64,611.18,8113,2.79,1.06,2025-06-09T00:00:00.000Z,Apparel,DAL_DC
21.98,2178,5911.76,1536,1531.42,3.67,591.18,1.53,6019.29,1137.47,520,2,5975.54,96.00,0.21,635.19,26377.15,0.60,413.82,1020.11,4.58,0.22,22083.17,1463.71,14.39,0.73,650.29,9218,3.86,1.42,2025-06-09T00:00:00.000Z,Apparel,LAX_DC
2.85,1384,3671.33,1128,1125.57,3.48,367.13,1.24,6176.55,654.20,520,3,4302.52,47.00,0.27,363.15,3415.21,0.31,256.99,664.83,2.43,0.26,21522.44,961.19,13.61,0.73,403.85,7639,3.26,1.23,2025-06-09T00:00:00.000Z,Beauty,ATL_DC
7.65,1372,3901.92,1488,1487.00,3.41,390.19,1.30,6778.59,706.18,520,3,3952.86,62.00,0.15,392.49,9180.75,0.37,273.13,700.05,1.00,0.18,23091.78,1010.67,12.59,0.44,429.21,8784,2.62,0.92,2025-06-09T00:00:00.000Z,Beauty,BOS_DC
12.44,1579,4028.91,800,798.57,3.82,402.89,1.33,6055.46,728.10,520,2,3810.09,50.00,0.05,404.63,14923.11,0.36,282.02,723.47,1.43,0.19,23148.49,1044.62,9.92,0.55,443.18,8058,5.05,1.98,2025-06-09T00:00:00.000Z,Beauty,CHI_DC
17.23,1381,3454.38,944,943.71,3.09,345.44,1.21,6723.79,617.49,520,2,3612.39,59.00,0.13,342.86,20679.34,0.33,241.81,624.37,0.29,0.08,20807.91,902.44,9.42,0.61,379.98,8113,3.66,1.46,2025-06-09T00:00:00.000Z,Beauty,DAL_DC
21.98,1443,3867.81,832,828.94,3.67,386.78,1.53,6019.29,689.88,520,2,4026.74,52.00,0.23,382.99,26377.15,0.32,270.75,700.00,3.06,0.12,22083.17,1011.96,13.20,0.62,425.46,9218,4.67,1.74,2025-06-09T00:00:00.000Z,Beauty,LAX_DC
2.85,1811,5092.22,1072,1071.82,3.48,509.22,1.24,6176.55,937.53,520,2,5073.12,67.00,0.39,521.78,3415.21,0.43,356.46,904.04,0.18,0.13,21522.44,1303.04,12.09,0.53,560.14,7639,4.75,1.69,2025-06-09T00:00:00.000Z,Footwear,ATL_DC
7.65,1556,4677.78,1752,1748.28,3.41,467.78,1.30,6778.59,903.22,520,3,5058.41,73.00,0.13,504.51,9180.75,0.61,327.44,805.27,3.72,0.13,23091.78,1155.01,13.71,0.49,514.56,8784,2.68,0.89,2025-06-09T00:00:00.000Z,Footwear,BOS_DC
12.44,2053,5523.82,1296,1292.74,3.82,552.38,1.33,6055.46,998.68,520,2,5332.96,81.00,0.18,555.02,14923.11,0.37,386.67,991.65,3.26,0.13,23148.49,1431.80,13.23,0.67,607.62,8058,4.27,1.59,2025-06-09T00:00:00.000Z,Footwear,CHI_DC
17.23,2106,4957.74,1512,1510.42,3.09,495.77,1.21,6723.79,932.40,520,3,4830.80,63.00,0.28,519.78,20679.34,0.51,347.04,868.39,1.58,0.12,20807.91,1249.00,12.26,0.60,545.35,8113,3.28,1.39,2025-06-09T00:00:00.000Z,Footwear,DAL_DC
21.98,2347,4700.83,1168,1166.66,3.67,470.08,1.53,6019.29,851.68,520,2,4904.48,73.00,0.14,473.40,26377.15,0.37,329.06,842.83,1.34,0.16,22083.17,1216.69,6.86,0.67,517.09,9218,4.03,2.01,2025-06-09T00:00:00.000Z,Footwear,LAX_DC
2.85,1347,4302.16,992,989.14,3.48,430.22,1.24,6176.55,778.88,520,2,4443.55,62.00,0.26,432.91,3415.21,0.37,301.15,771.70,2.86,0.24,21522.44,1114.08,7.99,0.79,473.24,7639,4.35,1.36,2025-06-09T00:00:00.000Z,HomeGoods,ATL_DC
7.65,1455,4885.16,1536,1530.58,3.41,488.52,1.30,6778.59,881.33,520,3,4440.47,64.00,0.24,489.71,9180.75,0.36,341.96,878.13,5.42,0.23,23091.78,1268.15,6.77,0.76,537.37,8784,3.19,0.95,2025-06-09T00:00:00.000Z,HomeGoods,BOS_DC
12.44,1378,4351.06,1608,1606.89,3.82,435.11,1.33,6055.46,793.91,520,3,5063.40,67.00,0.10,441.54,14923.11,0.40,304.57,776.76,1.11,0.13,23148.49,1120.56,7.46,0.80,478.62,8058,2.71,0.86,2025-06-09T00:00:00.000Z,HomeGoods,CHI_DC
17.23,1216,3920.78,1560,1558.73,3.09,392.08,1.21,6723.79,718.43,520,3,4300.22,65.00,0.33,399.69,20679.34,0.41,274.45,698.13,1.27,0.16,20807.91,1006.72,5.74,0.51,431.29,8113,2.52,0.78,2025-06-09T00:00:00.000Z,HomeGoods,DAL_DC
21.98,2016,4894.48,1608,1606.77,3.67,489.45,1.53,6019.29,883.46,520,3,5050.05,67.00,0.23,490.92,26377.15,0.36,342.61,879.54,1.23,0.17,22083.17,1270.12,7.08,0.73,538.39,9218,3.05,1.25,2025-06-09T00:00:00.000Z,HomeGoods,LAX_DC
2.93,1418,2988.83,720,718.85,3.71,298.88,1.51,5553.15,513.27,520,2,3160.66,45.00,0.26,284.05,3514.00,0.18,209.22,552.82,1.15,0.25,20585.67,801.82,10.04,0.61,328.77,8405,4.16,1.97,2025-06-16T00:00:00.000Z,Accessories,ATL_DC
7.74,763,2266.95,528,525.82,3.34,226.70,1.16,6407.20,398.92,520,2,2920.68,33.00,0.43,221.21,9293.70,0.27,158.69,413.53,2.18,0.05,21431.42,598.54,8.53,0.60,249.36,7461,4.31,1.45,2025-06-16T00:00:00.000Z,Accessories,BOS_DC
12.52,1035,2490.65,720,719.69,3.48,249.07,1.37,5792.82,431.06,520,2,2776.02,45.00,0.32,238.71,15021.77,0.21,174.35,458.67,0.31,0.24,20135.31,664.83,11.68,0.56,273.97,7962,3.46,1.44,2025-06-16T00:00:00.000Z,Accessories,CHI_DC
17.33,1313,2957.46,896,894.92,3.65,295.75,1.40,6201.08,528.04,520,2,2935.42,56.00,0.20,293.16,20792.06,0.32,207.02,534.93,1.08,0.30,22603.10,773.24,12.09,0.69,325.32,8687,3.30,1.47,2025-06-16T00:00:00.000Z,Accessories,DAL_DC
22.07,1005,3171.21,1032,1028.55,3.68,317.12,1.35,5718.28,536.41,520,3,2961.23,43.00,0.06,296.48,26484.99,0.13,221.98,591.46,3.45,0.13,21042.85,858.92,11.60,0.55,348.83,7717,3.08,0.98,2025-06-16T00:00:00.000Z,Accessories,LAX_DC
2.93,2287,4730.64,1328,1327.88,3.71,473.06,1.51,5553.15,877.47,520,2,5730.94,83.00,0.14,488.64,3514.00,0.46,331.15,835.95,0.12,0.22,20585.67,1204.02,6.79,0.63,520.37,8405,3.56,1.72,2025-06-16T00:00:00.000Z,Apparel,ATL_DC
7.74,2085,6623.40,2064,2063.39,3.34,662.34,1.16,6407.20,1262.28,520,3,6428.65,86.00,0.15,704.38,9293.70,0.56,463.64,1150.17,0.61,0.18,21431.42,1652.02,8.20,0.76,728.57,7461,3.21,1.01,2025-06-16T00:00:00.000Z,Apparel,BOS_DC
12.52,2474,5165.53,1360,1358.32,3.48,516.55,1.37,5792.82,1008.15,520,2,5588.69,85.00,0.22,563.57,15021.77,0.65,361.59,882.78,1.68,0.08,20135.31,1264.68,11.59,0.70,568.21,7962,3.80,1.82,2025-06-16T00:00:00.000Z,Apparel,CHI_DC
17.33,2608,6022.83,2016,2015.00,3.65,602.28,1.40,6201.08,1158.01,520,3,6260.92,84.00,0.22,646.62,20792.06,0.60,421.60,1039.77,1.00,0.08,22603.10,1492.04,8.23,0.67,662.51,8687,2.99,1.29,2025-06-16T00:00:00.000Z,Apparel,DAL_DC
22.07,2367,5408.33,1376,1372.77,3.68,540.83,1.35,5718.28,1032.20,520,2,5669.38,86.00,0.27,576.05,26484.99,0.57,378.58,938.28,3.23,0.18,21042.85,1347.47,8.22,0.55,594.92,7717,3.94,1.72,2025-06-16T00:00:00.000Z,Apparel,LAX_DC
2.93,1494,3567.22,832,828.32,3.71,356.72,1.51,5553.15,642.78,520,2,3770.10,52.00,0.14,357.13,3514.00,0.35,249.71,641.69,3.68,0.14,20585.67,926.80,8.05,0.44,392.39,8405,4.31,1.80,2025-06-16T00:00:00.000Z,Beauty,ATL_DC
7.74,1116,2978.23,944,943.34,3.34,297.82,1.16,6407.20,520.96,520,2,3226.35,59.00,0.19,288.75,9293.70,0.25,208.48,545.16,0.66,0.25,21431.42,789.46,5.71,0.75,327.61,7461,3.16,1.18,2025-06-16T00:00:00.000Z,Beauty,BOS_DC
12.52,1295,3785.13,816,815.23,3.48,378.51,1.37,5792.82,668.15,520,2,3608.24,51.00,0.30,370.61,15021.77,0.28,264.96,689.23,0.77,0.22,20135.31,997.31,7.22,0.65,416.36,7962,4.64,1.59,2025-06-16T00:00:00.000Z,Beauty,CHI_DC
17.33,1310,3682.77,768,765.86,3.65,368.28,1.40,6201.08,652.13,520,2,3427.24,48.00,0.15,361.81,20792.06,0.29,257.79,669.36,2.14,0.17,22603.10,968.29,8.21,0.73,405.10,8687,4.81,1.71,2025-06-16T00:00:00.000Z,Beauty,DAL_DC
22.07,1035,3344.60,800,798.76,3.68,334.46,1.35,5718.28,593.16,520,2,3230.56,50.00,0.09,329.14,26484.99,0.30,234.12,607.35,1.24,0.25,21042.85,878.46,8.25,0.63,367.91,7717,4.19,1.30,2025-06-16T00:00:00.000Z,Beauty,LAX_DC
2.93,1728,4785.24,1264,1262.87,3.71,478.52,1.51,5553.15,894.91,520,2,4774.06,79.00,0.08,498.66,3514.00,0.49,334.97,841.20,1.13,0.14,20585.67,1210.60,10.23,0.64,526.38,8405,3.79,1.37,2025-06-16T00:00:00.000Z,Footwear,ATL_DC
7.74,2133,5116.76,1416,1413.58,3.34,511.68,1.16,6407.20,959.72,520,3,4822.52,59.00,0.26,534.90,9293.70,0.50,358.17,897.80,2.42,0.15,21431.42,1291.66,8.98,0.57,562.84,7461,3.62,1.51,2025-06-16T00:00:00.000Z,Footwear,BOS_DC
12.52,1979,4838.62,1848,1845.55,3.48,483.86,1.37,5792.82,909.12,520,3,4766.19,77.00,0.20,506.76,15021.77,0.51,338.70,848.05,2.45,0.24,20135.31,1219.88,9.51,0.62,532.25,7962,2.62,1.07,2025-06-16T00:00:00.000Z,Footwear,CHI_DC
17.33,2091,5184.56,1584,1582.83,3.65,518.46,1.40,6201.08,956.28,520,3,4834.41,66.00,0.22,532.29,20792.06,0.44,362.92,919.38,1.17,0.21,22603.10,1324.92,6.24,0.60,570.30,8687,3.28,1.32,2025-06-16T00:00:00.000Z,Footwear,DAL_DC
22.07,2077,4814.78,1152,1150.81,3.68,481.48,1.35,5718.28,878.76,520,2,4740.06,72.00,0.33,488.74,26484.99,0.40,337.03,859.40,1.19,0.21,21042.85,1239.75,9.54,0.59,529.63,7717,4.18,1.80,2025-06-16T00:00:00.000Z,Footwear,LAX_DC
2.93,1478,4513.74,1416,1415.23,3.71,451.37,1.51,5553.15,788.06,520,3,4277.09,59.00,0.01,436.72,3514.00,0.24,315.96,827.12,0.77,0.10,20585.67,1197.99,7.78,0.79,496.51,8405,3.19,1.04,2025-06-16T00:00:00.000Z,HomeGoods,ATL_DC
7.74,1364,4446.08,1464,1461.07,3.34,444.61,1.16,6407.20,783.16,520,3,4568.81,61.00,0.16,434.33,9293.70,0.27,311.23,810.57,2.93,0.16,21431.42,1173.11,5.92,0.77,489.07,7461,3.04,0.93,2025-06-16T00:00:00.000Z,HomeGoods,BOS_DC
12.52,1179,3855.38,1056,1054.03,3.48,385.54,1.37,5792.82,690.84,520,2,3989.23,66.00,0.12,383.66,15021.77,0.33,269.88,695.84,1.97,0.13,20135.31,1005.52,4.41,0.95,424.09,7962,3.66,1.12,2025-06-16T00:00:00.000Z,HomeGoods,CHI_DC
17.33,1365,4755.48,944,942.47,3.65,475.55,1.40,6201.08,864.37,520,2,4445.41,59.00,0.12,480.58,20792.06,0.39,332.88,850.95,1.53,0.21,22603.10,1228.04,7.14,0.62,523.10,8687,5.05,1.45,2025-06-16T00:00:00.000Z,HomeGoods,DAL_DC
22.07,1233,4303.93,1368,1367.39,3.68,430.39,1.35,5718.28,783.65,520,3,4482.08,57.00,0.11,435.76,26484.99,0.39,301.27,769.34,0.61,0.13,21042.85,1110.08,5.94,0.70,473.43,7717,3.15,0.90,2025-06-16T00:00:00.000Z,HomeGoods,LAX_DC
3.02,729,2539.01,592,590.33,3.81,253.90,1.27,5552.09,444.37,520,2,2705.31,37.00,0.05,246.31,3627.79,0.25,177.73,464.61,1.67,0.16,21128.87,672.80,10.90,0.61,279.29,7046,4.30,1.23,2025-06-23T00:00:00.000Z,Accessories,ATL_DC
7.83,804,2571.34,688,686.47,3.81,257.13,1.44,5512.23,453.00,520,2,2819.29,43.00,0.17,251.23,9399.48,0.27,179.99,468.74,1.53,0.25,21003.33,678.39,10.89,0.57,282.85,7940,3.75,1.17,2025-06-23T00:00:00.000Z,Accessories,BOS_DC
12.60,1297,2650.12,912,910.44,3.28,265.01,1.22,6135.17,469.87,520,3,2857.05,38.00,0.25,260.72,15124.32,0.30,185.51,481.31,1.56,0.12,20152.19,696.18,9.30,0.72,291.51,7483,2.91,1.42,2025-06-23T00:00:00.000Z,Accessories,CHI_DC
17.40,1160,2505.36,624,621.06,3.59,250.54,1.50,5519.37,439.28,520,2,2786.03,39.00,0.23,243.53,20885.66,0.26,175.38,457.97,2.94,0.22,19826.86,663.07,7.51,0.59,275.59,8292,4.03,1.87,2025-06-23T00:00:00.000Z,Accessories,DAL_DC
22.15,1265,2780.10,840,836.15,3.19,278.01,1.28,6253.64,466.22,520,3,2889.93,35.00,0.13,257.49,26581.75,0.10,194.61,520.94,3.85,0.19,19969.18,757.02,11.51,0.53,305.81,8035,3.32,1.51,2025-06-23T00:00:00.000Z,Accessories,LAX_DC
3.02,1956,6036.57,1232,1230.57,3.81,603.66,1.27,5552.09,1116.22,520,2,6035.98,77.00,0.06,621.44,3627.79,0.45,422.56,1068.80,1.43,0.15,21128.87,1539.88,8.93,0.83,664.02,7046,4.91,1.59,2025-06-23T00:00:00.000Z,Apparel,ATL_DC
7.83,1715,5548.84,1216,1215.88,3.81,554.88,1.44,5512.23,1059.46,520,2,5680.77,76.00,0.09,591.29,9399.48,0.57,388.42,962.39,0.12,0.19,21003.33,1382.03,7.72,0.59,610.37,7940,4.56,1.41,2025-06-23T00:00:00.000Z,Apparel,BOS_DC
12.60,1785,5045.04,1600,1596.36,3.28,504.50,1.22,6135.17,966.41,520,2,5380.10,100.00,0.15,539.49,15124.32,0.58,353.15,873.12,3.64,0.15,20152.19,1253.40,7.10,0.65,554.95,7483,3.16,1.12,2025-06-23T00:00:00.000Z,Apparel,CHI_DC
17.40,2167,5143.74,1344,1343.78,3.59,514.37,1.50,5519.37,969.07,520,2,5577.85,84.00,0.49,540.29,20885.66,0.52,360.06,899.96,0.22,0.19,19826.86,1294.18,12.77,0.62,565.81,8292,3.83,1.61,2025-06-23T00:00:00.000Z,Apparel,DAL_DC
22.15,2150,5115.53,1424,1422.26,3.19,511.55,1.28,6253.64,977.10,520,2,5652.87,89.00,0.24,545.33,26581.75,0.57,358.09,887.01,1.74,0.18,19969.18,1273.74,9.93,0.66,562.71,8035,3.60,1.51,2025-06-23T00:00:00.000Z,Apparel,LAX_DC
3.02,1492,3041.27,784,783.69,3.81,304.13,1.27,5552.09,550.89,520,2,3332.93,49.00,0.37,306.21,3627.79,0.37,212.89,545.35,0.31,0.10,21128.87,787.26,12.12,0.56,334.54,7046,3.88,1.90,2025-06-23T00:00:00.000Z,Beauty,ATL_DC
7.83,1179,3403.81,1272,1270.90,3.81,340.38,1.44,5512.23,596.59,520,3,3386.17,53.00,0.11,330.72,9399.48,0.26,238.27,622.34,1.10,0.23,21003.33,901.09,9.40,0.66,374.42,7940,2.68,0.93,2025-06-23T00:00:00.000Z,Beauty,BOS_DC
12.60,1791,3668.49,896,893.72,3.28,366.85,1.22,6135.17,654.51,520,2,3762.47,56.00,0.14,363.36,15124.32,0.32,256.79,663.82,2.28,0.19,20152.19,959.62,5.40,0.62,403.53,7483,4.10,2.00,2025-06-23T00:00:00.000Z,Beauty,CHI_DC
17.40,1295,3272.95,1104,1103.13,3.59,327.29,1.50,5519.37,584.66,520,3,3401.49,46.00,0.29,324.61,20885.66,0.32,229.11,591.81,0.87,0.13,19826.86,855.44,11.42,0.59,360.02,8292,2.97,1.17,2025-06-23T00:00:00.000Z,Beauty,DAL_DC
